Target,Dataframe,Model,Accuracy CV,St. Dev. CV,Precision CV,Recall CV,F1-Score CV,Accuracy,Bal. Accuracy
Eritromicina,maldi,LogisticRegression,0.5683760683760684,0.010467904883688758,0.3231609321352911,0.5683760683760684,0.41201346079394857,0.4411764705882353,0.5
Eritromicina,maldi,Ridge,0.5683760683760684,0.010467904883688758,0.3231609321352911,0.5683760683760684,0.41201346079394857,0.4411764705882353,0.5
Eritromicina,maldi,DecisionTree,0.5145299145299146,0.06407660126331259,0.5164675069842966,0.5145299145299146,0.5093735186382246,0.38235294117647056,0.3912280701754386
Eritromicina,maldi,K-nn,0.5977207977207977,0.07295116440057316,0.6083236208236208,0.5977207977207977,0.5956648348794211,0.5,0.48947368421052634
Eritromicina,maldi,RandomForest,0.5002849002849002,0.05291327750732393,0.4965340702182807,0.5002849002849002,0.4936935601951082,0.5,0.5105263157894737
Eritromicina,maldi,BernoulliNB,0.47777777777777775,0.08412811631691768,0.5245247098962269,0.47777777777777775,0.4611798411537252,0.47058823529411764,0.4491228070175438
Eritromicina,maldi,GaussianNB,0.4925925925925926,0.06365720568573223,0.6028218842349277,0.4925925925925926,0.4538223867635633,0.47058823529411764,0.4350877192982456
Eritromicina,maldi,NearestCentroid,0.4544159544159544,0.06662647630687257,0.27575757575757576,0.4544159544159544,0.3339084336773682,0.47058823529411764,0.4491228070175438
Eritromicina,maldi,SVC,0.5606837606837607,0.014655066837164296,0.32120826941339764,0.5606837606837607,0.40835492420858277,0.4411764705882353,0.5
Eritromicina,maldi,LinearSVC,0.5683760683760684,0.010467904883688758,0.3231609321352911,0.5683760683760684,0.41201346079394857,0.4411764705882353,0.5
Eritromicina,maldi,LabelPropagation,0.5683760683760684,0.010467904883688758,0.3231609321352911,0.5683760683760684,0.41201346079394857,0.4411764705882353,0.5
Eritromicina,maldi,LabelSpreading,0.5683760683760684,0.010467904883688758,0.3231609321352911,0.5683760683760684,0.41201346079394857,0.4411764705882353,0.5
Eritromicina,maldi,SGDClassifier,0.5683760683760684,0.010467904883688758,0.3231609321352911,0.5683760683760684,0.41201346079394857,0.4411764705882353,0.5
Eritromicina,maldi,stack,,,,,,0.5294117647058824,0.5228070175438597
Eritromicina,clusters,LogisticRegression,0.5606837606837607,0.014655066837164296,0.35001540430748906,0.5606837606837607,0.4186209739483167,0.4411764705882353,0.5
Eritromicina,clusters,Ridge,0.5606837606837607,0.014655066837164296,0.35001540430748906,0.5606837606837607,0.4186209739483167,0.4411764705882353,0.5
Eritromicina,clusters,DecisionTree,0.4618233618233618,0.06191191945342761,0.4666777808865211,0.4618233618233618,0.45297227196608,0.35294117647058826,0.35789473684210527
Eritromicina,clusters,K-nn,0.5977207977207977,0.07295116440057316,0.6083236208236208,0.5977207977207977,0.5956648348794211,0.5,0.48947368421052634
Eritromicina,clusters,RandomForest,0.5455840455840455,0.031222263687287696,0.5474740537240537,0.5455840455840455,0.538781737614104,0.5,0.5105263157894737
Eritromicina,clusters,BernoulliNB,0.47777777777777775,0.08412811631691768,0.5245247098962269,0.47777777777777775,0.4611798411537252,0.47058823529411764,0.4491228070175438
Eritromicina,clusters,GaussianNB,0.4849002849002849,0.07320107967066312,0.5945451119875671,0.4849002849002849,0.4447869777281543,0.47058823529411764,0.4350877192982456
Eritromicina,clusters,NearestCentroid,0.4766381766381767,0.06110164690725425,0.2827256095817969,0.4766381766381767,0.3401171954445382,0.5,0.4473684210526316
Eritromicina,clusters,SVC,0.5606837606837607,0.014655066837164296,0.35001540430748906,0.5606837606837607,0.4186209739483167,0.4411764705882353,0.5
Eritromicina,clusters,LinearSVC,0.5606837606837607,0.014655066837164296,0.35001540430748906,0.5606837606837607,0.4186209739483167,0.4411764705882353,0.5
Eritromicina,clusters,LabelPropagation,0.5606837606837607,0.014655066837164296,0.35001540430748906,0.5606837606837607,0.4186209739483167,0.4117647058823529,0.4666666666666667
Eritromicina,clusters,LabelSpreading,0.5606837606837607,0.014655066837164296,0.35001540430748906,0.5606837606837607,0.4186209739483167,0.4117647058823529,0.4666666666666667
Eritromicina,clusters,SGDClassifier,0.4914529914529914,0.07282532787740442,0.28652428004713404,0.4914529914529914,0.3470858365595208,0.5588235294117647,0.5
Eritromicina,clusters,stack,,,,,,0.6176470588235294,0.6368421052631579
Eritromicina,animals,LogisticRegression,0.6205128205128205,0.07860666821122998,0.6267303272393769,0.6205128205128205,0.6169519535323211,0.6176470588235294,0.6017543859649123
Eritromicina,animals,Ridge,0.6205128205128205,0.07860666821122998,0.6267303272393769,0.6205128205128205,0.6169519535323211,0.6176470588235294,0.6017543859649123
Eritromicina,animals,DecisionTree,0.5301994301994302,0.051443241449694185,0.5338776806269065,0.5301994301994302,0.5192141447562886,0.38235294117647056,0.39824561403508774
Eritromicina,animals,K-nn,0.6518518518518518,0.04752457851921327,0.6693753958459842,0.6518518518518518,0.6502664851748375,0.5882352941176471,0.5824561403508772
Eritromicina,animals,RandomForest,0.5455840455840455,0.08249818937646872,0.551000481000481,0.5455840455840455,0.5337232983521295,0.47058823529411764,0.4842105263157894
Eritromicina,animals,BernoulliNB,0.4931623931623932,0.07181747936913079,0.5289617842928154,0.4931623931623932,0.4816810066548907,0.5,0.4754385964912281
Eritromicina,animals,GaussianNB,0.5150997150997151,0.05469491895620037,0.6254823664542335,0.5150997150997151,0.4834839895286144,0.5,0.4754385964912281
Eritromicina,animals,NearestCentroid,0.658974358974359,0.05315967539460102,0.6760718190808689,0.658974358974359,0.6587627742905104,0.6176470588235294,0.6017543859649123
Eritromicina,animals,SVC,0.6205128205128205,0.07860666821122998,0.6267303272393769,0.6205128205128205,0.6169519535323211,0.6176470588235294,0.6017543859649123
Eritromicina,animals,LinearSVC,0.6205128205128205,0.07860666821122998,0.6267303272393769,0.6205128205128205,0.6169519535323211,0.6176470588235294,0.6017543859649123
Eritromicina,animals,LabelPropagation,0.6435897435897435,0.07151167408104739,0.6635417850123734,0.6435897435897435,0.6429202834480195,0.6176470588235294,0.6017543859649123
Eritromicina,animals,LabelSpreading,0.6435897435897435,0.07151167408104739,0.6635417850123734,0.6435897435897435,0.6429202834480195,0.6176470588235294,0.6017543859649123
Eritromicina,animals,SGDClassifier,0.5997150997150997,0.09532032947551818,0.5589299207462262,0.5997150997150997,0.5554431298548945,0.6176470588235294,0.6017543859649123
Eritromicina,animals,stack,,,,,,0.6764705882352942,0.6824561403508771
Eritromicina,agg,LogisticRegression,0.635897435897436,0.08347432492915935,0.6397480787186669,0.635897435897436,0.6318786934590612,0.6176470588235294,0.6087719298245614
Eritromicina,agg,Ridge,0.6817663817663817,0.06028586969206413,0.6958050772756655,0.6817663817663817,0.6809538820333424,0.5882352941176471,0.5754385964912281
Eritromicina,agg,DecisionTree,0.5068376068376068,0.05403650462071674,0.5076395672229006,0.5068376068376068,0.5051875469173916,0.38235294117647056,0.3912280701754386
Eritromicina,agg,K-nn,0.6364672364672364,0.04427794072232932,0.6512260451966335,0.6364672364672364,0.635661309130381,0.5882352941176471,0.5754385964912281
Eritromicina,agg,RandomForest,0.5387464387464387,0.07142649581229299,0.5388125763125764,0.5387464387464387,0.5317669832206249,0.47058823529411764,0.47719298245614034
Eritromicina,agg,BernoulliNB,0.5159544159544159,0.0741529275669399,0.5510011828028023,0.5159544159544159,0.5052212786434385,0.5,0.4754385964912281
Eritromicina,agg,GaussianNB,0.5150997150997151,0.05469491895620037,0.6254823664542335,0.5150997150997151,0.4834839895286144,0.5,0.4754385964912281
