Target,Dataframe,Model,Accuracy CV,St. Dev. CV,Precision CV,Recall CV,F1-Score CV,Accuracy,Bal. Accuracy
Eritromicina,maldi,LogisticRegression,0.5395238095238095,0.012830660557435704,0.29125056689342405,0.5395238095238095,0.37824116743471586,0.7307692307692307,0.5
Eritromicina,maldi,Ridge,0.5395238095238095,0.012830660557435704,0.29125056689342405,0.5395238095238095,0.37824116743471586,0.7307692307692307,0.5
Eritromicina,maldi,DecisionTree,0.6271428571428571,0.09240549502169275,0.6334975024975026,0.6271428571428571,0.6235686754765702,0.6153846153846154,0.46616541353383456
Eritromicina,maldi,K-nn,0.6271428571428571,0.02692056004781442,0.6439394732251876,0.6271428571428571,0.6172454118771254,0.46153846153846156,0.3157894736842105
Eritromicina,maldi,RandomForest,0.5885714285714286,0.08845358263620043,0.5934487734487733,0.5885714285714286,0.588266317968835,0.5384615384615384,0.45864661654135336
Eritromicina,maldi,BernoulliNB,0.40095238095238095,0.08812226097768143,0.3907998350855494,0.40095238095238095,0.38464129690523546,0.6538461538461539,0.5827067669172932
Eritromicina,maldi,GaussianNB,0.46190476190476193,0.08002267252419049,0.4182280487543646,0.46190476190476193,0.4174127090752706,0.4230769230769231,0.5601503759398496
Eritromicina,maldi,NearestCentroid,0.3914285714285714,0.04746642207381757,0.21390535161432994,0.3914285714285714,0.2758241758241758,0.6153846153846154,0.42105263157894735
Eritromicina,maldi,SVC,0.49952380952380954,0.07567384364656589,0.29289342403628116,0.49952380952380954,0.36497665130568363,0.6923076923076923,0.47368421052631576
Eritromicina,maldi,LinearSVC,0.5395238095238095,0.012830660557435704,0.29125056689342405,0.5395238095238095,0.37824116743471586,0.7307692307692307,0.5
Eritromicina,maldi,LabelPropagation,0.5395238095238095,0.012830660557435704,0.29125056689342405,0.5395238095238095,0.37824116743471586,0.7307692307692307,0.5
Eritromicina,maldi,LabelSpreading,0.5395238095238095,0.012830660557435704,0.29125056689342405,0.5395238095238095,0.37824116743471586,0.7307692307692307,0.5
Eritromicina,maldi,SGDClassifier,0.5195238095238096,0.03668212413823002,0.271250566893424,0.5195238095238096,0.35603872027120087,0.7307692307692307,0.5
Eritromicina,maldi,stack,,,,,,0.5769230769230769,0.39473684210526316
Eritromicina,clusters,LogisticRegression,0.5104761904761904,0.044989290738787394,0.28339408043919323,0.5104761904761904,0.36434331797235026,0.7307692307692307,0.5
Eritromicina,clusters,Ridge,0.5104761904761904,0.044989290738787394,0.28339408043919323,0.5104761904761904,0.36434331797235026,0.7307692307692307,0.5
Eritromicina,clusters,DecisionTree,0.5876190476190477,0.06797024826000031,0.5947932900432901,0.5876190476190477,0.5871679197994988,0.5769230769230769,0.4398496240601504
Eritromicina,clusters,K-nn,0.6271428571428571,0.02692056004781442,0.6439394732251876,0.6271428571428571,0.6172454118771254,0.5,0.34210526315789475
Eritromicina,clusters,RandomForest,0.627142857142857,0.06737043498600911,0.6305856180856181,0.627142857142857,0.6258002947382405,0.5384615384615384,0.45864661654135336
Eritromicina,clusters,BernoulliNB,0.410952380952381,0.09025788198695432,0.40168367346938777,0.410952380952381,0.3938142292360626,0.6538461538461539,0.5827067669172932
Eritromicina,clusters,GaussianNB,0.47190476190476194,0.059712083197779965,0.4354945322708481,0.47190476190476194,0.4292360173459473,0.4230769230769231,0.5601503759398496
Eritromicina,clusters,NearestCentroid,0.4409523809523809,0.05145061256078317,0.2283702709153837,0.4409523809523809,0.30016314423433443,0.2692307692307692,0.5
Eritromicina,clusters,SVC,0.5199999999999999,0.02875338883704865,0.28615097266976963,0.5199999999999999,0.3690745007680492,0.7307692307692307,0.5
Eritromicina,clusters,LinearSVC,0.5104761904761904,0.044989290738787394,0.28339408043919323,0.5104761904761904,0.36434331797235026,0.7307692307692307,0.5
Eritromicina,clusters,LabelPropagation,0.5199999999999999,0.02875338883704865,0.28615097266976963,0.5199999999999999,0.3690745007680492,0.7307692307692307,0.5
Eritromicina,clusters,LabelSpreading,0.5199999999999999,0.02875338883704865,0.28615097266976963,0.5199999999999999,0.3690745007680492,0.7307692307692307,0.5
Eritromicina,clusters,SGDClassifier,0.490952380952381,0.05051660556333656,0.25647553407327844,0.490952380952381,0.33629217649239895,0.7307692307692307,0.5
Eritromicina,clusters,stack,,,,,,0.5384615384615384,0.3684210526315789
Eritromicina,animals,LogisticRegression,0.6061904761904762,0.11737491532818806,0.668449494949495,0.6061904761904762,0.580175684256144,0.5769230769230769,0.575187969924812
Eritromicina,animals,Ridge,0.6061904761904762,0.11737491532818806,0.668449494949495,0.6061904761904762,0.580175684256144,0.5769230769230769,0.575187969924812
Eritromicina,animals,DecisionTree,0.5771428571428572,0.07907630001770313,0.5845177045177046,0.5771428571428572,0.5734433621933622,0.5384615384615384,0.45864661654135336
Eritromicina,animals,K-nn,0.6757142857142856,0.08939707341235438,0.7154602456367162,0.6757142857142856,0.6645967482809587,0.5769230769230769,0.4849624060150376
Eritromicina,animals,RandomForest,0.6271428571428572,0.11280388536432592,0.6326079158936302,0.6271428571428572,0.6255361934247383,0.5384615384615384,0.45864661654135336
